FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,SIMD quintiles,Urban Rural Classification
S92000003,2015-2017,95% Lower Confidence Limit,Years,48.54,Male,1-4 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,44.8,Male,5-9 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,23.04,Male,30-34 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,0.41,Male,85-89 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,49.25,Male,0 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,40.17,Male,10-14 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,35.63,Male,15-19 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,31.23,Male,20-24 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,27.01,Male,25-29 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,19.37,Male,35-39 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,10.4,Male,50-54 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,16.06,Male,40-44 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,51.1,Female,0 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,4.32,Male,65-69 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,13.09,Male,45-49 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,0.83,Male,80-84 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,50.34,Female,1-4 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.67,Male,75-79 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,0.08,Male,90 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,46.58,Female,5-9 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,4.48,Male,65-69 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,3.14,Male,70-74 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,1.26,Male,80-84 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,0.45,Male,90 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,0.74,Male,85-89 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,50.79,Male,0 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,46.37,Male,5-9 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,37.11,Male,15-19 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,2.03,Male,75-79 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,50.11,Male,1-4 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,6.1,Male,60-64 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,16.26,Male,40-44 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,8.14,Male,55-59 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,13.26,Male,45-49 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,10.57,Male,50-54 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,19.62,Male,35-39 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,23.37,Male,30-34 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,27.41,Male,25-29 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,31.68,Male,20-24 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,3.32,Male,75-79 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,1.76,Male,85-89 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.48,Male,80-84 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.39,Male,70-74 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,5.78,Male,65-69 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,4.17,Female,75-79 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,3.09,Female,80-84 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.13,Female,90 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,5.58,Female,70-74 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,7.31,Female,65-69 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,2.28,Female,85-89 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,1.75,Female,90 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,21.23,Male,35-39 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,17.84,Male,40-44 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,24.97,Male,30-34 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,48.97,Female,5-9 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,52.74,Female,1-4 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,53.49,Female,0 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,1.41,Male,90 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,4.85,Female,70-74 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,8.45,Female,60-64 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,12.85,Female,50-54 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,33.27,Female,20-24 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,6.56,Female,65-69 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,7.99,Male,55-59 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,5.96,Male,60-64 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.87,Male,70-74 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,15.53,Female,45-49 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,10.49,Female,55-59 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,25.32,Female,30-34 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.69,Female,85-89 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,29.21,Female,25-29 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.42,Female,80-84 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,3.44,Female,75-79 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,37.53,Female,15-19 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,42,Female,10-14 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,18.47,Female,40-44 years,1 - most deprived,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,21.71,Female,35-39 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,8.78,Male,55-59 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,28.01,Male,25-29 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,6.71,Male,60-64 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,16.95,Male,40-44 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,32.25,Male,20-24 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,7.35,Female,65-69 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,5.63,Female,70-74 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,4.25,Female,75-79 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,13.95,Male,45-49 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,11.22,Male,50-54 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,51.54,Female,1-4 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,3.63,Male,70-74 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,47.78,Female,5-9 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,1.08,Male,85-89 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,5.05,Male,65-69 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,20.3,Male,35-39 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,24.01,Male,30-34 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,0.74,Male,90 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,52.3,Female,0 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,26.39,Female,30-34 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,34.4,Female,20-24 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,43.18,Female,10-14 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,41.22,Male,10-14 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,50.31,Male,0 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,22.74,Female,35-39 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,13.75,Female,50-54 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,19.47,Female,40-44 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,38.69,Female,15-19 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,16.48,Female,45-49 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,3.16,Female,80-84 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,1.74,Female,90 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,2.33,Female,85-89 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,11.34,Female,55-59 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,9.26,Female,60-64 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,49.61,Male,1-4 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,36.67,Male,15-19 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,30.31,Female,25-29 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,45.86,Male,5-9 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,35.23,Female,20-24 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,31.24,Female,25-29 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,23.72,Female,35-39 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,10.03,Female,60-64 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,12.15,Female,55-59 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,6.32,Female,70-74 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,2.94,Female,85-89 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,8.07,Female,65-69 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,27.35,Female,30-34 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,2.4,Female,90 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,52.06,Female,0 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,47.98,Female,5-9 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,39.38,Female,15-19 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,41.71,Male,10-14 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,51.42,Female,1-4 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,14.61,Female,50-54 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,20.43,Female,40-44 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,43.67,Female,10-14 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,17.4,Female,45-49 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,1.33,Male,85-89 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,0.99,Male,90 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,3.84,Male,70-74 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,20.52,Male,35-39 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,24.31,Male,30-34 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,1.66,Male,80-84 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,2.76,Male,75-79 years,1 - most deprived,All
S92000003,2015-2017,Count,Years,2.5,Male,75-79 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,5.17,Male,65-69 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,2.02,Male,80-84 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,11.34,Male,50-54 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,14.09,Male,45-49 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,17.13,Male,40-44 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,3.85,Female,80-84 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,4.93,Female,75-79 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,28.38,Male,25-29 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,32.66,Male,20-24 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,6.8,Male,60-64 years,1 - most deprived,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,8.88,Male,55-59 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,6.56,Female,65-69 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,15.6,Female,45-49 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,4.84,Female,70-74 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,12.88,Female,50-54 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,10.52,Female,55-59 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,3.8,Male,65-69 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,0.5,Male,80-84 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,2.44,Male,70-74 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,8.46,Female,60-64 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,1.3,Male,75-79 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,45.46,Female,5-9 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,48.85,Female,1-4 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,49.5,Female,0 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,18.52,Female,40-44 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,25.3,Female,30-34 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,3.41,Female,75-79 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,2.34,Female,80-84 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,1.63,Female,85-89 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,1.09,Female,90 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,39.66,Male,10-14 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,44.29,Male,5-9 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,48.01,Male,1-4 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,5.4,Male,60-64 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,9.79,Male,50-54 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,35.1,Male,15-19 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,30.18,Female,25-29 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,30.69,Male,20-24 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,26.44,Male,25-29 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,48.7,Male,0 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.36,Female,90 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,15.39,Male,40-44 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,-0.1,Male,90 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,0.15,Male,85-89 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,18.71,Male,35-39 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,7.4,Male,55-59 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,12.43,Male,45-49 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,22.44,Male,30-34 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,45.33,Male,5-9 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,49.74,Male,0 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,49.06,Male,1-4 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,40.68,Male,10-14 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,36.11,Male,15-19 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,13.75,Female,50-54 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,19.47,Female,40-44 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,42.46,Female,10-14 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,16.5,Female,45-49 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,42.27,Male,10-14 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,37.7,Male,15-19 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,51.38,Male,0 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,46.93,Male,5-9 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,50.69,Male,1-4 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,50.78,Female,0 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,38.23,Female,15-19 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,50.13,Female,1-4 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,46.72,Female,5-9 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,3.9,Female,80-84 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.96,Female,85-89 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,33.04,Female,20-24 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,35.53,Female,20-24 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,31.41,Female,25-29 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,37.08,Female,15-19 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,21.73,Female,35-39 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,29.12,Female,25-29 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,41.25,Female,10-14 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,23.78,Female,35-39 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,11.33,Female,55-59 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,14.65,Female,50-54 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,9.24,Female,60-64 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,20.47,Female,40-44 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,44.35,Female,10-14 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,27.46,Female,30-34 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,17.43,Female,45-49 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,39.85,Female,15-19 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,7.46,Male,60-64 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,10.08,Female,60-64 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,22.72,Female,35-39 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,26.33,Female,30-34 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.42,Female,70-74 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,8.13,Female,65-69 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,14.8,Male,45-49 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,12.03,Male,50-54 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,33.26,Male,20-24 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,29,Male,25-29 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,12.2,Female,55-59 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,5.06,Female,75-79 years,1 - most deprived,All
S92000003,2016-2018,Count,Years,34.13,Female,20-24 years,1 - most deprived,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,9.56,Male,55-59 years,1 - most deprived,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,1.99,Female,85-89 years,2,All
S92000003,2015-2017,Count,Years,7.22,Female,70-74 years,2,All
S92000003,2015-2017,Count,Years,9.51,Female,65-69 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,9.83,Female,65-69 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,57.87,Female,1-4 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,1,Female,90 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,58.6,Female,0 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,54.1,Female,5-9 years,2,All
S92000003,2015-2017,Count,Years,14.97,Female,55-59 years,2,All
S92000003,2015-2017,Count,Years,24.9,Female,40-44 years,2,All
S92000003,2015-2017,Count,Years,18.07,Female,50-54 years,2,All
S92000003,2015-2017,Count,Years,12.1,Female,60-64 years,2,All
S92000003,2015-2017,Count,Years,5.27,Female,75-79 years,2,All
S92000003,2015-2017,Count,Years,3.67,Female,80-84 years,2,All
S92000003,2015-2017,Count,Years,21.41,Female,45-49 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,36.3,Female,25-29 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,40.53,Female,20-24 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,44.9,Female,15-19 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,49.45,Female,10-14 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,23.04,Male,40-44 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,30.84,Male,30-34 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,26.83,Male,35-39 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,28.29,Female,35-39 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,24.6,Female,40-44 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,3.01,Female,80-84 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.84,Female,85-89 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,17.93,Female,50-54 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,21.17,Female,45-49 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,32.21,Female,30-34 years,2,All
S92000003,2015-2017,Count,Years,2.01,Male,90 years,2,All
S92000003,2015-2017,Count,Years,6.91,Male,70-74 years,2,All
S92000003,2015-2017,Count,Years,2.66,Male,85-89 years,2,All
S92000003,2015-2017,Count,Years,3.7,Male,80-84 years,2,All
S92000003,2015-2017,Count,Years,44.65,Male,15-19 years,2,All
S92000003,2015-2017,Count,Years,49.2,Male,10-14 years,2,All
S92000003,2015-2017,Count,Years,5.14,Male,75-79 years,2,All
S92000003,2016-2018,Count,Years,2.52,Female,85-89 years,2,All
S92000003,2016-2018,Count,Years,56.81,Female,1-4 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,46.04,Female,15-19 years,2,All
S92000003,2016-2018,Count,Years,3.65,Female,80-84 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,3.03,Female,80-84 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,1.26,Female,90 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,59.17,Male,0 years,2,All
S92000003,2015-2017,Count,Years,31.74,Male,30-34 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,2.3,Female,90 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,3.04,Female,85-89 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,5.85,Female,75-79 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,14.98,Female,55-59 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,7.68,Female,70-74 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,12.29,Female,60-64 years,2,All
S92000003,2015-2017,Count,Years,53.81,Male,5-9 years,2,All
S92000003,2015-2017,Count,Years,27.75,Male,35-39 years,2,All
S92000003,2015-2017,Count,Years,40.22,Male,20-24 years,2,All
S92000003,2015-2017,Count,Years,57.49,Male,1-4 years,2,All
S92000003,2015-2017,Count,Years,35.93,Male,25-29 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,4.28,Female,80-84 years,2,All
S92000003,2015-2017,Count,Years,23.97,Male,40-44 years,2,All
S92000003,2015-2017,Count,Years,40.72,Female,20-24 years,2,All
S92000003,2015-2017,Count,Years,36.56,Female,25-29 years,2,All
S92000003,2015-2017,Count,Years,32.52,Female,30-34 years,2,All
S92000003,2015-2017,Count,Years,28.63,Female,35-39 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,33.46,Female,30-34 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,29.53,Female,35-39 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,13.49,Female,55-59 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,58.46,Female,1-4 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,10.85,Female,60-64 years,2,All
S92000003,2015-2017,Count,Years,53.75,Female,5-9 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,16.39,Female,50-54 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,19.56,Female,45-49 years,2,All
S92000003,2015-2017,Count,Years,57.98,Female,0 years,2,All
S92000003,2015-2017,Count,Years,57.29,Female,1-4 years,2,All
