FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,SIMD quintiles,Urban Rural Classification
S08000015,2016-2018,95% Lower Confidence Limit,Years,5.31,Female,75-79 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,22.16,Female,45-49 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,18.78,Female,50-54 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,1.45,Female,90 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,42.84,Male,20-24 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,52.39,Male,10-14 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,47.46,Male,15-19 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,2.33,Female,85-89 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,7.45,Female,70-74 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,3.59,Female,80-84 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,33.25,Female,35-39 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,29.4,Female,40-44 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,22,Female,50-54 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,12.27,Female,65-69 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,18.64,Female,55-59 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,15.4,Female,60-64 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,25.64,Female,40-44 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,12.63,Female,60-64 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,29.27,Female,35-39 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,15.63,Female,55-59 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,25.6,Female,45-49 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,9.95,Female,65-69 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,30.39,Male,35-39 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,26.29,Male,40-44 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,0.39,Male,80-84 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,34.63,Male,30-34 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,18.01,Male,50-54 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,38.5,Male,25-29 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,2.24,Male,75-79 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,10.54,Male,60-64 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,4.59,Male,70-74 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,-0.31,Male,85-89 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,-0.71,Male,90 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,7.5,Male,65-69 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,15.51,Male,55-59 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,22.94,Male,45-49 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,19.05,Male,50-54 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,57.38,Male,5-9 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,62.21,Male,0 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,61.38,Male,1-4 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,22.24,Male,45-49 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,30.07,Male,35-39 years,All,All
S08000025,2016-2018,95% Lower Confidence Limit,Years,14.07,Male,55-59 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,38.51,Male,25-29 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,34.05,Male,30-34 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,26.97,Male,40-44 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,0.93,Male,90 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,58.29,Female,0 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,7.12,Male,70-74 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,7.61,Male,65-69 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,5.49,Male,70-74 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,1.85,Male,85-89 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,37.03,Female,25-29 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,33.11,Female,30-34 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,54.01,Female,5-9 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,5.15,Male,75-79 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,3.22,Male,80-84 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,41.06,Female,20-24 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,39.65,Male,20-24 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,35.16,Male,25-29 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,26.69,Male,35-39 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,15.98,Male,50-54 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,22.8,Male,40-44 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,19.28,Male,45-49 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,10.07,Male,60-64 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,2.29,Male,80-84 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,12.87,Male,55-59 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,3.67,Male,75-79 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,30.84,Male,30-34 years,All,All
S08000031,2016-2018,95% Lower Confidence Limit,Years,1.43,Male,85-89 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,19.5,Male,50-54 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,31.21,Male,35-39 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,23.33,Male,45-49 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,12.74,Male,60-64 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,9.65,Male,65-69 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,27.31,Male,40-44 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,49.68,Female,15-19 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,58.76,Female,5-9 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,54.19,Female,10-14 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,37.17,Female,30-34 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,45.34,Female,20-24 years,All,All
S08000016,2016-2018,95% Lower Confidence Limit,Years,41.2,Female,25-29 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,35.41,Male,30-34 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,44.25,Male,20-24 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,39.8,Male,25-29 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,45.26,Female,15-19 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,57.6,Female,1-4 years,All,All
S08000015,2016-2018,95% Lower Confidence Limit,Years,49.59,Female,10-14 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,53.83,Male,10-14 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,48.86,Male,15-19 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,15.98,Male,55-59 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,58.81,Male,5-9 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,62.66,Male,1-4 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,33.78,Female,30-34 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,29.91,Female,35-39 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,50.6,Female,10-14 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,1.91,Female,80-84 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,0.98,Female,85-89 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,37.84,Female,25-29 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,26.98,Female,35-39 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,35.41,Female,25-29 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,31.08,Female,30-34 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,42,Female,20-24 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,55.08,Female,5-9 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,46.2,Female,15-19 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,53.47,Female,10-14 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,36.08,Female,30-34 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,58.05,Female,5-9 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,40.27,Female,25-29 years,All,All
S12000029,2016-2018,95% Lower Confidence Limit,Years,1.85,Female,80-84 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,31.97,Female,35-39 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,59.58,Female,0 years,All,All
S12000040,2016-2018,95% Lower Confidence Limit,Years,58.78,Female,1-4 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,3.28,Female,75-79 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,48.96,Female,15-19 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,44.59,Female,20-24 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,0.33,Female,90 years,All,All
S12000027,2016-2018,95% Lower Confidence Limit,Years,3.9,Female,75-79 years,All,All
S12000027,2016-2018,95% Lower Confidence Limit,Years,9.34,Female,65-69 years,All,All
S12000027,2016-2018,95% Lower Confidence Limit,Years,6.43,Female,70-74 years,All,All
S12000027,2016-2018,95% Lower Confidence Limit,Years,-0.01,Female,90 years,All,All
S12000027,2016-2018,95% Lower Confidence Limit,Years,2.03,Female,80-84 years,All,All
S12000027,2016-2018,95% Lower Confidence Limit,Years,0.91,Female,85-89 years,All,All
S12000028,2016-2018,95% Lower Confidence Limit,Years,61.68,Female,0 years,All,All
S12000028,2016-2018,95% Lower Confidence Limit,Years,60.86,Female,1-4 years,All,All
S12000028,2016-2018,95% Lower Confidence Limit,Years,52.5,Female,10-14 years,All,All
S12000028,2016-2018,95% Lower Confidence Limit,Years,39.49,Female,25-29 years,All,All
S12000028,2016-2018,95% Lower Confidence Limit,Years,47.93,Female,15-19 years,All,All
S12000028,2016-2018,95% Lower Confidence Limit,Years,43.53,Female,20-24 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,10.02,Female,60-64 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,44.45,Female,15-19 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,5.13,Female,70-74 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,54.05,Female,5-9 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,49.22,Female,10-14 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,39.9,Female,20-24 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,12.91,Female,55-59 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,23.06,Female,40-44 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,16.07,Female,50-54 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,7.42,Female,65-69 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,19.53,Female,45-49 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,0.81,Male,85-89 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,-0.02,Male,90 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,9.33,Male,65-69 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,5.88,Male,75-79 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,3.96,Male,80-84 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,2,Male,80-84 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,38.84,Male,25-29 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,47.37,Male,15-19 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,43.06,Male,20-24 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,3.77,Male,75-79 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,12.36,Male,60-64 years,All,All
S08000026,2016-2018,95% Lower Confidence Limit,Years,6.51,Male,70-74 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,34.82,Male,30-34 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,30.99,Male,35-39 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,23.8,Male,45-49 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,13.8,Male,60-64 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,20.28,Male,50-54 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,16.9,Male,55-59 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,8.27,Male,70-74 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,1.66,Male,90 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,10.96,Male,65-69 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,2.57,Male,85-89 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,27.28,Male,40-44 years,All,All
S08000028,2016-2018,95% Lower Confidence Limit,Years,63.66,Male,0 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,1.57,Female,85-89 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,7.31,Female,70-74 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,2.89,Female,80-84 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,58.9,Female,0 years,All,All
S12000039,2016-2018,95% Lower Confidence Limit,Years,57.99,Female,1-4 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,4.76,Female,75-79 years,All,All
S12000029,2016-2018,95% Lower Confidence Limit,Years,5.67,Female,70-74 years,All,All
S12000029,2016-2018,95% Lower Confidence Limit,Years,3.52,Female,75-79 years,All,All
S12000029,2016-2018,95% Lower Confidence Limit,Years,0.85,Female,85-89 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,61.7,Female,1-4 years,All,All
S12000029,2016-2018,95% Lower Confidence Limit,Years,0.08,Female,90 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,62.42,Female,0 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,16.6,Female,55-59 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,56.29,Male,5-9 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,10.22,Female,65-69 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,60.48,Male,0 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,59.88,Male,1-4 years,All,All
S08000030,2016-2018,95% Lower Confidence Limit,Years,51.82,Male,10-14 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,23.97,Female,45-49 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,20.18,Female,50-54 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,0.76,Female,90 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,13.28,Female,60-64 years,All,All
S12000030,2016-2018,95% Lower Confidence Limit,Years,27.84,Female,40-44 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,25.75,Male,45-49 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,22.02,Male,50-54 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,15.07,Male,60-64 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,64.82,Male,1-4 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,55.96,Male,10-14 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,60.93,Male,5-9 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,38.5,Male,30-34 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,29.75,Male,40-44 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,34.02,Male,35-39 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,43.18,Male,25-29 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,18.4,Male,55-59 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,47.95,Male,20-24 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,19.84,Female,55-59 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,12.7,Female,65-69 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,16.16,Female,60-64 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,23.78,Female,50-54 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,4.91,Female,80-84 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,27.91,Female,45-49 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,65.82,Male,0 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,41.63,Male,25-29 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,2.55,Female,90 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,51.1,Male,15-19 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,46.3,Male,20-24 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,37.18,Male,30-34 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,33.64,Female,35-39 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,25.55,Female,45-49 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,29.56,Female,40-44 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,37.9,Female,30-34 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,15.06,Female,60-64 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,42.29,Female,25-29 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,57.54,Male,10-14 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,62.41,Male,5-9 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,6.8,Female,75-79 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,66.86,Male,0 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,66.26,Male,1-4 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,52.71,Male,15-19 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,9.36,Male,70-74 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,66.81,Female,1-4 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,12.07,Male,65-69 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,2.74,Male,90 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,67.54,Female,0 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,63.32,Female,5-9 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,21.79,Female,50-54 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,18.28,Female,55-59 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,12.1,Female,65-69 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,7.03,Male,75-79 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,3.42,Male,85-89 years,All,All
S12000036,2015-2017,95% Upper Confidence Limit,Years,5.05,Male,80-84 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,58.58,Female,5-9 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,62.09,Female,1-4 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,11.96,Female,65-69 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,2.49,Male,90 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,62.85,Female,0 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,54.13,Female,10-14 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,32.85,Female,35-39 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,28.94,Female,40-44 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,18.1,Female,55-59 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,7.26,Female,75-79 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,14.87,Female,60-64 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,9.38,Female,70-74 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,36.44,Male,25-29 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,32.15,Male,30-34 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,20.76,Male,45-49 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,9.26,Male,65-69 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,17.38,Male,50-54 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,11.53,Male,60-64 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,36.9,Female,30-34 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,49.71,Female,15-19 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,41.05,Female,25-29 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,24.33,Male,40-44 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,28.14,Male,35-39 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,45.33,Female,20-24 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,2.78,Male,85-89 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,51.09,Female,15-19 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,4.25,Male,80-84 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,60,Female,5-9 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,55.55,Female,10-14 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,46.74,Female,20-24 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,9.62,Female,70-74 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,6.98,Female,75-79 years,All,All
S12000034,2015-2017,95% Upper Confidence Limit,Years,3.16,Female,85-89 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,1.86,Male,90 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,63.52,Female,1-4 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,64.34,Female,0 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,6.1,Male,75-79 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,13.62,Male,60-64 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,8.27,Male,70-74 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,21.52,Female,50-54 years,All,All
S12000038,2015-2017,95% Upper Confidence Limit,Years,25.09,Female,45-49 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,10.78,Male,65-69 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,24.36,Male,45-49 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,16.93,Male,55-59 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,20.5,Male,50-54 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,28.42,Male,40-44 years,All,All
S12000035,2015-2017,95% Upper Confidence Limit,Years,32.75,Male,35-39 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,45.27,Male,15-19 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,40.68,Male,20-24 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,28,Male,35-39 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,14.55,Male,55-59 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,24.38,Male,40-44 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,17.67,Male,50-54 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,61.5,Female,1-4 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,3.07,Male,85-89 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,62.05,Female,0 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,32.04,Male,30-34 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,36.21,Male,25-29 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,2.61,Male,90 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,2.88,Female,90 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,6.86,Female,75-79 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,3.8,Female,85-89 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,44,Female,20-24 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,48.53,Female,15-19 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,5.3,Female,80-84 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,11.42,Female,65-69 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,14.18,Female,60-64 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,21.07,Male,45-49 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,20.18,Female,50-54 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,17.08,Female,55-59 years,All,All
S12000042,2015-2017,95% Upper Confidence Limit,Years,9.02,Female,70-74 years,All,All
S12000040,2015-2017,95% Upper Confidence Limit,Years,25.1,Male,45-49 years,All,All
S12000040,2015-2017,95% Upper Confidence Limit,Years,37.27,Male,30-34 years,All,All
S12000040,2015-2017,95% Upper Confidence Limit,Years,29.09,Male,40-44 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,5.16,Female,75-79 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,7,Female,70-74 years,All,All
S12000040,2015-2017,95% Upper Confidence Limit,Years,33.22,Male,35-39 years,All,All
S12000040,2015-2017,95% Upper Confidence Limit,Years,45.85,Male,20-24 years,All,All
S12000040,2015-2017,95% Upper Confidence Limit,Years,50.39,Male,15-19 years,All,All
S12000039,2015-2017,95% Upper Confidence Limit,Years,60.51,Female,1-4 years,All,All
S12000040,2015-2017,95% Upper Confidence Limit,Years,59.6,Male,5-9 years,All,All
S12000040,2015-2017,95% Upper Confidence Limit,Years,55,Male,10-14 years,All,All
S12000040,2015-2017,95% Upper Confidence Limit,Years,41.48,Male,25-29 years,All,All
